decision_id,slot_id,action,tile_id,program,request_id,reason
D005592,N20270111-S042,wait,,,,no legal observable candidate can finish in its known window
D005593,N20270111-S043,wait,,,,no legal observable candidate can finish in its known window
D005594,N20270111-S044,wait,,,,no legal observable candidate can finish in its known window
D005595,N20270111-S045,wait,,,,no legal observable candidate can finish in its known window
D005596,N20270111-S046,wait,,,,no legal observable candidate can finish in its known window
D005597,N20270111-S047,wait,,,,no legal observable candidate can finish in its known window
D005598,N20270112-S001,wait,,,,no legal observable candidate can finish in its known window
D005599,N20270112-S002,wait,,,,no legal observable candidate can finish in its known window
D005600,N20270112-S003,wait,,,,no legal observable candidate can finish in its known window
D005601,N20270112-S004,wait,,,,no legal observable candidate can finish in its known window
D005602,N20270112-S005,wait,,,,no legal observable candidate can finish in its known window
D005603,N20270112-S006,wait,,,,no legal observable candidate can finish in its known window
D005604,N20270112-S007,wait,,,,no legal observable candidate can finish in its known window
D005605,N20270112-S008,wait,,,,no legal observable candidate can finish in its known window
D005606,N20270112-S009,wait,,,,no legal observable candidate can finish in its known window
D005607,N20270112-S010,wait,,,,no legal observable candidate can finish in its known window
D005608,N20270112-S011,wait,,,,no legal observable candidate can finish in its known window
D005609,N20270112-S012,wait,,,,no legal observable candidate can finish in its known window
D005610,N20270112-S013,wait,,,,no legal observable candidate can finish in its known window
D005611,N20270112-S014,wait,,,,no legal observable candidate can finish in its known window
D005612,N20270112-S015,wait,,,,no legal observable candidate can finish in its known window
D005613,N20270112-S016,wait,,,,no legal observable candidate can finish in its known window
D005614,N20270112-S017,wait,,,,no legal observable candidate can finish in its known window
D005615,N20270112-S018,wait,,,,no legal observable candidate can finish in its known window
D005616,N20270112-S019,wait,,,,no legal observable candidate can finish in its known window
D005617,N20270112-S020,wait,,,,no legal observable candidate can finish in its known window
D005618,N20270112-S021,wait,,,,no legal observable candidate can finish in its known window
D005619,N20270112-S022,wait,,,,no legal observable candidate can finish in its known window
D005620,N20270112-S023,wait,,,,no legal observable candidate can finish in its known window
D005621,N20270112-S024,wait,,,,no legal observable candidate can finish in its known window
D005622,N20270112-S025,wait,,,,no legal observable candidate can finish in its known window
D005623,N20270112-S026,wait,,,,no legal observable candidate can finish in its known window
D005624,N20270112-S027,wait,,,,no legal observable candidate can finish in its known window
D005625,N20270112-S028,wait,,,,no legal observable candidate can finish in its known window
D005626,N20270112-S029,wait,,,,no legal observable candidate can finish in its known window
D005627,N20270112-S030,wait,,,,no legal observable candidate can finish in its known window
D005628,N20270112-S031,wait,,,,no legal observable candidate can finish in its known window
D005629,N20270112-S032,wait,,,,no legal observable candidate can finish in its known window
D005630,N20270112-S033,wait,,,,no legal observable candidate can finish in its known window
D005631,N20270112-S034,wait,,,,no legal observable candidate can finish in its known window
D005632,N20270112-S035,wait,,,,no legal observable candidate can finish in its known window
D005633,N20270112-S036,wait,,,,no legal observable candidate can finish in its known window
D005634,N20270112-S037,wait,,,,no legal observable candidate can finish in its known window
D005635,N20270112-S038,wait,,,,no legal observable candidate can finish in its known window
D005636,N20270112-S039,wait,,,,no legal observable candidate can finish in its known window
D005637,N20270112-S040,wait,,,,no legal observable candidate can finish in its known window
D005638,N20270112-S041,wait,,,,no legal observable candidate can finish in its known window
D005639,N20270112-S042,wait,,,,no legal observable candidate can finish in its known window
D005640,N20270112-S043,wait,,,,no legal observable candidate can finish in its known window
D005641,N20270112-S044,wait,,,,no legal observable candidate can finish in its known window
D005642,N20270112-S045,wait,,,,no legal observable candidate can finish in its known window
D005643,N20270112-S046,wait,,,,no legal observable candidate can finish in its known window
D005644,N20270112-S047,wait,,,,no legal observable candidate can finish in its known window
D005645,N20270113-S001,wait,,,,no legal observable candidate can finish in its known window
D005646,N20270113-S002,wait,,,,no legal observable candidate can finish in its known window
D005647,N20270113-S003,wait,,,,no legal observable candidate can finish in its known window
D005648,N20270113-S004,wait,,,,no legal observable candidate can finish in its known window
D005649,N20270113-S005,wait,,,,no legal observable candidate can finish in its known window
D005650,N20270113-S006,wait,,,,no legal observable candidate can finish in its known window
D005651,N20270113-S007,wait,,,,no legal observable candidate can finish in its known window
D005652,N20270113-S008,wait,,,,no legal observable candidate can finish in its known window
D005653,N20270113-S009,wait,,,,no legal observable candidate can finish in its known window
D005654,N20270113-S010,wait,,,,no legal observable candidate can finish in its known window
D005655,N20270113-S011,wait,,,,no legal observable candidate can finish in its known window
D005656,N20270113-S012,wait,,,,no legal observable candidate can finish in its known window
D005657,N20270113-S013,wait,,,,no legal observable candidate can finish in its known window
D005658,N20270113-S014,wait,,,,no legal observable candidate can finish in its known window
D005659,N20270113-S015,wait,,,,no legal observable candidate can finish in its known window
D005660,N20270113-S016,wait,,,,no legal observable candidate can finish in its known window
D005661,N20270113-S017,wait,,,,no legal observable candidate can finish in its known window
D005662,N20270113-S018,wait,,,,no legal observable candidate can finish in its known window
D005663,N20270113-S019,wait,,,,no legal observable candidate can finish in its known window
D005664,N20270113-S020,wait,,,,no legal observable candidate can finish in its known window
D005665,N20270113-S021,wait,,,,no legal observable candidate can finish in its known window
D005666,N20270113-S022,wait,,,,no legal observable candidate can finish in its known window
D005667,N20270113-S023,wait,,,,no legal observable candidate can finish in its known window
D005668,N20270113-S024,wait,,,,no legal observable candidate can finish in its known window
D005669,N20270113-S025,wait,,,,no legal observable candidate can finish in its known window
D005670,N20270113-S026,wait,,,,no legal observable candidate can finish in its known window
D005671,N20270113-S027,wait,,,,no legal observable candidate can finish in its known window
D005672,N20270113-S028,wait,,,,no legal observable candidate can finish in its known window
D005673,N20270113-S029,wait,,,,no legal observable candidate can finish in its known window
D005674,N20270113-S030,wait,,,,no legal observable candidate can finish in its known window
D005675,N20270113-S031,wait,,,,no legal observable candidate can finish in its known window
D005676,N20270113-S032,wait,,,,no legal observable candidate can finish in its known window
D005677,N20270113-S033,wait,,,,no legal observable candidate can finish in its known window
D005678,N20270113-S034,wait,,,,no legal observable candidate can finish in its known window
D005679,N20270113-S035,wait,,,,no legal observable candidate can finish in its known window
D005680,N20270113-S036,wait,,,,no legal observable candidate can finish in its known window
D005681,N20270113-S037,wait,,,,no legal observable candidate can finish in its known window
D005682,N20270113-S038,wait,,,,no legal observable candidate can finish in its known window
D005683,N20270113-S039,wait,,,,no legal observable candidate can finish in its known window
D005684,N20270113-S040,wait,,,,no legal observable candidate can finish in its known window
D005685,N20270113-S041,wait,,,,no legal observable candidate can finish in its known window
D005686,N20270113-S042,wait,,,,no legal observable candidate can finish in its known window
D005687,N20270113-S043,wait,,,,no legal observable candidate can finish in its known window
D005688,N20270113-S044,wait,,,,no legal observable candidate can finish in its known window
D005689,N20270113-S045,wait,,,,no legal observable candidate can finish in its known window
D005690,N20270113-S046,wait,,,,no legal observable candidate can finish in its known window
D005691,N20270113-S047,wait,,,,no legal observable candidate can finish in its known window
D005692,N20270114-S001,wait,,,,no legal observable candidate can finish in its known window
D005693,N20270114-S002,wait,,,,no legal observable candidate can finish in its known window
D005694,N20270114-S003,wait,,,,no legal observable candidate can finish in its known window
D005695,N20270114-S004,wait,,,,no legal observable candidate can finish in its known window
D005696,N20270114-S005,wait,,,,no legal observable candidate can finish in its known window
D005697,N20270114-S006,wait,,,,no legal observable candidate can finish in its known window
D005698,N20270114-S007,wait,,,,no legal observable candidate can finish in its known window
D005699,N20270114-S008,wait,,,,no legal observable candidate can finish in its known window
D005700,N20270114-S009,wait,,,,no legal observable candidate can finish in its known window
D005701,N20270114-S010,wait,,,,no legal observable candidate can finish in its known window
D005702,N20270114-S011,wait,,,,no legal observable candidate can finish in its known window
D005703,N20270114-S012,wait,,,,no legal observable candidate can finish in its known window
D005704,N20270114-S013,wait,,,,no legal observable candidate can finish in its known window
D005705,N20270114-S014,wait,,,,no legal observable candidate can finish in its known window
D005706,N20270114-S015,wait,,,,no legal observable candidate can finish in its known window
D005707,N20270114-S016,wait,,,,no legal observable candidate can finish in its known window
D005708,N20270114-S017,wait,,,,no legal observable candidate can finish in its known window
D005709,N20270114-S018,wait,,,,no legal observable candidate can finish in its known window
D005710,N20270114-S019,wait,,,,no legal observable candidate can finish in its known window
D005711,N20270114-S020,wait,,,,no legal observable candidate can finish in its known window
D005712,N20270114-S021,wait,,,,no legal observable candidate can finish in its known window
D005713,N20270114-S022,wait,,,,no legal observable candidate can finish in its known window
D005714,N20270114-S023,wait,,,,no legal observable candidate can finish in its known window
D005715,N20270114-S024,wait,,,,no legal observable candidate can finish in its known window
D005716,N20270114-S025,wait,,,,no legal observable candidate can finish in its known window
D005717,N20270114-S026,wait,,,,no legal observable candidate can finish in its known window
D005718,N20270114-S027,wait,,,,no legal observable candidate can finish in its known window
D005719,N20270114-S028,wait,,,,no legal observable candidate can finish in its known window
D005720,N20270114-S029,wait,,,,no legal observable candidate can finish in its known window
D005721,N20270114-S030,wait,,,,no legal observable candidate can finish in its known window
D005722,N20270114-S031,wait,,,,no legal observable candidate can finish in its known window
D005723,N20270114-S032,wait,,,,no legal observable candidate can finish in its known window
D005724,N20270114-S033,wait,,,,no legal observable candidate can finish in its known window
D005725,N20270114-S034,wait,,,,no legal observable candidate can finish in its known window
D005726,N20270114-S035,wait,,,,no legal observable candidate can finish in its known window
D005727,N20270114-S036,wait,,,,no legal observable candidate can finish in its known window
D005728,N20270114-S037,wait,,,,no legal observable candidate can finish in its known window
D005729,N20270114-S038,wait,,,,no legal observable candidate can finish in its known window
D005730,N20270114-S039,wait,,,,no legal observable candidate can finish in its known window
D005731,N20270114-S040,wait,,,,no legal observable candidate can finish in its known window
D005732,N20270114-S041,wait,,,,no legal observable candidate can finish in its known window
D005733,N20270114-S042,wait,,,,no legal observable candidate can finish in its known window
D005734,N20270114-S043,wait,,,,no legal observable candidate can finish in its known window
D005735,N20270114-S044,wait,,,,no legal observable candidate can finish in its known window
D005736,N20270114-S045,wait,,,,no legal observable candidate can finish in its known window
D005737,N20270114-S046,wait,,,,no legal observable candidate can finish in its known window
D005738,N20270114-S047,wait,,,,no legal observable candidate can finish in its known window
D005739,N20270115-S001,wait,,,,no legal observable candidate can finish in its known window
D005740,N20270115-S002,wait,,,,no legal observable candidate can finish in its known window
D005741,N20270115-S003,wait,,,,no legal observable candidate can finish in its known window
D005742,N20270115-S004,wait,,,,no legal observable candidate can finish in its known window
D005743,N20270115-S005,wait,,,,no legal observable candidate can finish in its known window
D005744,N20270115-S006,wait,,,,no legal observable candidate can finish in its known window
D005745,N20270115-S007,wait,,,,no legal observable candidate can finish in its known window
D005746,N20270115-S008,wait,,,,no legal observable candidate can finish in its known window
D005747,N20270115-S009,wait,,,,no legal observable candidate can finish in its known window
D005748,N20270115-S010,wait,,,,no legal observable candidate can finish in its known window
D005749,N20270115-S011,wait,,,,no legal observable candidate can finish in its known window
D005750,N20270115-S012,wait,,,,no legal observable candidate can finish in its known window
D005751,N20270115-S013,wait,,,,no legal observable candidate can finish in its known window
D005752,N20270115-S014,wait,,,,no legal observable candidate can finish in its known window
D005753,N20270115-S015,wait,,,,no legal observable candidate can finish in its known window
D005754,N20270115-S016,wait,,,,no legal observable candidate can finish in its known window
D005755,N20270115-S017,wait,,,,no legal observable candidate can finish in its known window
D005756,N20270115-S018,wait,,,,no legal observable candidate can finish in its known window
D005757,N20270115-S019,wait,,,,no legal observable candidate can finish in its known window
D005758,N20270115-S020,wait,,,,no legal observable candidate can finish in its known window
D005759,N20270115-S021,wait,,,,no legal observable candidate can finish in its known window
D005760,N20270115-S022,wait,,,,no legal observable candidate can finish in its known window
D005761,N20270115-S023,wait,,,,no legal observable candidate can finish in its known window
D005762,N20270115-S024,wait,,,,no legal observable candidate can finish in its known window
D005763,N20270115-S025,wait,,,,no legal observable candidate can finish in its known window
D005764,N20270115-S026,wait,,,,no legal observable candidate can finish in its known window
D005765,N20270115-S027,wait,,,,no legal observable candidate can finish in its known window
D005766,N20270115-S028,wait,,,,no legal observable candidate can finish in its known window
D005767,N20270115-S029,wait,,,,no legal observable candidate can finish in its known window
D005768,N20270115-S030,wait,,,,no legal observable candidate can finish in its known window
D005769,N20270115-S031,wait,,,,no legal observable candidate can finish in its known window
D005770,N20270115-S032,wait,,,,no legal observable candidate can finish in its known window
D005771,N20270115-S033,wait,,,,no legal observable candidate can finish in its known window
D005772,N20270115-S034,wait,,,,no legal observable candidate can finish in its known window
D005773,N20270115-S035,wait,,,,no legal observable candidate can finish in its known window
D005774,N20270115-S036,wait,,,,no legal observable candidate can finish in its known window
D005775,N20270115-S037,wait,,,,no legal observable candidate can finish in its known window
D005776,N20270115-S038,wait,,,,no legal observable candidate can finish in its known window
D005777,N20270115-S039,wait,,,,no legal observable candidate can finish in its known window
D005778,N20270115-S040,wait,,,,no legal observable candidate can finish in its known window
D005779,N20270115-S041,wait,,,,no legal observable candidate can finish in its known window
D005780,N20270115-S042,wait,,,,no legal observable candidate can finish in its known window
D005781,N20270115-S043,wait,,,,no legal observable candidate can finish in its known window
D005782,N20270115-S044,wait,,,,no legal observable candidate can finish in its known window
D005783,N20270115-S045,wait,,,,no legal observable candidate can finish in its known window
D005784,N20270115-S046,wait,,,,no legal observable candidate can finish in its known window
D005785,N20270115-S047,wait,,,,no legal observable candidate can finish in its known window
D005786,N20270116-S001,wait,,,,no legal observable candidate can finish in its known window
D005787,N20270116-S002,wait,,,,no legal observable candidate can finish in its known window
D005788,N20270116-S003,wait,,,,no legal observable candidate can finish in its known window
D005789,N20270116-S004,wait,,,,no legal observable candidate can finish in its known window
D005790,N20270116-S005,wait,,,,no legal observable candidate can finish in its known window
D005791,N20270116-S006,wait,,,,no legal observable candidate can finish in its known window
D005792,N20270116-S007,wait,,,,no legal observable candidate can finish in its known window
D005793,N20270116-S008,wait,,,,no legal observable candidate can finish in its known window
D005794,N20270116-S009,wait,,,,no legal observable candidate can finish in its known window
D005795,N20270116-S010,wait,,,,no legal observable candidate can finish in its known window
D005796,N20270116-S011,wait,,,,no legal observable candidate can finish in its known window
D005797,N20270116-S012,wait,,,,no legal observable candidate can finish in its known window
D005798,N20270116-S013,wait,,,,no legal observable candidate can finish in its known window
D005799,N20270116-S014,wait,,,,no legal observable candidate can finish in its known window
D005800,N20270116-S015,wait,,,,no legal observable candidate can finish in its known window
D005801,N20270116-S016,wait,,,,no legal observable candidate can finish in its known window
D005802,N20270116-S017,wait,,,,no legal observable candidate can finish in its known window
D005803,N20270116-S018,wait,,,,no legal observable candidate can finish in its known window
D005804,N20270116-S019,wait,,,,no legal observable candidate can finish in its known window
D005805,N20270116-S020,wait,,,,no legal observable candidate can finish in its known window
D005806,N20270116-S021,wait,,,,no legal observable candidate can finish in its known window
D005807,N20270116-S022,wait,,,,no legal observable candidate can finish in its known window
D005808,N20270116-S023,wait,,,,no legal observable candidate can finish in its known window
D005809,N20270116-S024,wait,,,,no legal observable candidate can finish in its known window
D005810,N20270116-S025,wait,,,,no legal observable candidate can finish in its known window
D005811,N20270116-S026,wait,,,,no legal observable candidate can finish in its known window
D005812,N20270116-S027,wait,,,,no legal observable candidate can finish in its known window
D005813,N20270116-S028,wait,,,,no legal observable candidate can finish in its known window
D005814,N20270116-S029,wait,,,,no legal observable candidate can finish in its known window
D005815,N20270116-S030,wait,,,,no legal observable candidate can finish in its known window
D005816,N20270116-S031,wait,,,,no legal observable candidate can finish in its known window
D005817,N20270116-S032,wait,,,,no legal observable candidate can finish in its known window
D005818,N20270116-S033,wait,,,,no legal observable candidate can finish in its known window
D005819,N20270116-S034,wait,,,,no legal observable candidate can finish in its known window
D005820,N20270116-S035,wait,,,,no legal observable candidate can finish in its known window
D005821,N20270116-S036,wait,,,,no legal observable candidate can finish in its known window
D005822,N20270116-S037,wait,,,,no legal observable candidate can finish in its known window
D005823,N20270116-S038,wait,,,,no legal observable candidate can finish in its known window
D005824,N20270116-S039,wait,,,,no legal observable candidate can finish in its known window
D005825,N20270116-S040,wait,,,,no legal observable candidate can finish in its known window
D005826,N20270116-S041,wait,,,,no legal observable candidate can finish in its known window
D005827,N20270116-S042,wait,,,,no legal observable candidate can finish in its known window
D005828,N20270116-S043,wait,,,,no legal observable candidate can finish in its known window
D005829,N20270116-S044,wait,,,,no legal observable candidate can finish in its known window
D005830,N20270116-S045,wait,,,,no legal observable candidate can finish in its known window
D005831,N20270116-S046,wait,,,,no legal observable candidate can finish in its known window
D005832,N20270116-S047,wait,,,,no legal observable candidate can finish in its known window
D005833,N20270117-S001,wait,,,,no legal observable candidate can finish in its known window
D005834,N20270117-S002,wait,,,,no legal observable candidate can finish in its known window
D005835,N20270117-S003,wait,,,,no legal observable candidate can finish in its known window
D005836,N20270117-S004,wait,,,,no legal observable candidate can finish in its known window
D005837,N20270117-S005,wait,,,,no legal observable candidate can finish in its known window
D005838,N20270117-S006,wait,,,,no legal observable candidate can finish in its known window
D005839,N20270117-S007,wait,,,,no legal observable candidate can finish in its known window
D005840,N20270117-S008,wait,,,,no legal observable candidate can finish in its known window
D005841,N20270117-S009,wait,,,,no legal observable candidate can finish in its known window
D005842,N20270117-S010,wait,,,,no legal observable candidate can finish in its known window
D005843,N20270117-S011,wait,,,,no legal observable candidate can finish in its known window
D005844,N20270117-S012,wait,,,,no legal observable candidate can finish in its known window
D005845,N20270117-S013,wait,,,,no legal observable candidate can finish in its known window
D005846,N20270117-S014,wait,,,,no legal observable candidate can finish in its known window
D005847,N20270117-S015,wait,,,,no legal observable candidate can finish in its known window
D005848,N20270117-S016,wait,,,,no legal observable candidate can finish in its known window
D005849,N20270117-S017,wait,,,,no legal observable candidate can finish in its known window
D005850,N20270117-S018,wait,,,,no legal observable candidate can finish in its known window
D005851,N20270117-S019,wait,,,,no legal observable candidate can finish in its known window
D005852,N20270117-S020,wait,,,,no legal observable candidate can finish in its known window
D005853,N20270117-S021,wait,,,,no legal observable candidate can finish in its known window
D005854,N20270117-S022,wait,,,,no legal observable candidate can finish in its known window
D005855,N20270117-S023,wait,,,,no legal observable candidate can finish in its known window
D005856,N20270117-S024,wait,,,,no legal observable candidate can finish in its known window
D005857,N20270117-S025,wait,,,,no legal observable candidate can finish in its known window
D005858,N20270117-S026,wait,,,,no legal observable candidate can finish in its known window
D005859,N20270117-S027,wait,,,,no legal observable candidate can finish in its known window
D005860,N20270117-S028,wait,,,,no legal observable candidate can finish in its known window
D005861,N20270117-S029,wait,,,,no legal observable candidate can finish in its known window
D005862,N20270117-S030,wait,,,,no legal observable candidate can finish in its known window
D005863,N20270117-S031,wait,,,,no legal observable candidate can finish in its known window
D005864,N20270117-S032,wait,,,,no legal observable candidate can finish in its known window
D005865,N20270117-S033,wait,,,,no legal observable candidate can finish in its known window
D005866,N20270117-S034,wait,,,,no legal observable candidate can finish in its known window
D005867,N20270117-S035,wait,,,,no legal observable candidate can finish in its known window
D005868,N20270117-S036,wait,,,,no legal observable candidate can finish in its known window
D005869,N20270117-S037,wait,,,,no legal observable candidate can finish in its known window
D005870,N20270117-S038,wait,,,,no legal observable candidate can finish in its known window
D005871,N20270117-S039,wait,,,,no legal observable candidate can finish in its known window
D005872,N20270117-S040,wait,,,,no legal observable candidate can finish in its known window
D005873,N20270117-S041,wait,,,,no legal observable candidate can finish in its known window
D005874,N20270117-S042,wait,,,,no legal observable candidate can finish in its known window
D005875,N20270117-S043,wait,,,,no legal observable candidate can finish in its known window
D005876,N20270117-S044,wait,,,,no legal observable candidate can finish in its known window
D005877,N20270117-S045,wait,,,,no legal observable candidate can finish in its known window
D005878,N20270117-S046,wait,,,,no legal observable candidate can finish in its known window
D005879,N20270117-S047,wait,,,,no legal observable candidate can finish in its known window
D005880,N20270118-S001,observe,T00016,BACKUP,RQ0014,highest public current-snapshot estimate
D005881,N20270118-S002,wait,,,,no legal observable candidate can finish in its known window
D005882,N20270118-S003,wait,,,,no legal observable candidate can finish in its known window
D005883,N20270118-S004,wait,,,,no legal observable candidate can finish in its known window
D005884,N20270118-S005,wait,,,,no legal observable candidate can finish in its known window
D005885,N20270118-S006,wait,,,,no legal observable candidate can finish in its known window
D005886,N20270118-S007,wait,,,,no legal observable candidate can finish in its known window
D005887,N20270118-S008,wait,,,,no legal observable candidate can finish in its known window
D005888,N20270118-S009,wait,,,,no legal observable candidate can finish in its known window
D005889,N20270118-S010,wait,,,,no legal observable candidate can finish in its known window
D005890,N20270118-S011,wait,,,,no legal observable candidate can finish in its known window
D005891,N20270118-S012,wait,,,,no legal observable candidate can finish in its known window
D005892,N20270118-S013,wait,,,,no legal observable candidate can finish in its known window
D005893,N20270118-S014,wait,,,,no legal observable candidate can finish in its known window
D005894,N20270118-S015,wait,,,,no legal observable candidate can finish in its known window
D005895,N20270118-S016,wait,,,,no legal observable candidate can finish in its known window
D005896,N20270118-S017,wait,,,,no legal observable candidate can finish in its known window
D005897,N20270118-S018,wait,,,,no legal observable candidate can finish in its known window
D005898,N20270118-S019,wait,,,,no legal observable candidate can finish in its known window
D005899,N20270118-S020,wait,,,,no legal observable candidate can finish in its known window
D005900,N20270118-S021,wait,,,,no legal observable candidate can finish in its known window
D005901,N20270118-S022,wait,,,,no legal observable candidate can finish in its known window
D005902,N20270118-S023,wait,,,,no legal observable candidate can finish in its known window
D005903,N20270118-S024,wait,,,,no legal observable candidate can finish in its known window
D005904,N20270118-S025,wait,,,,no legal observable candidate can finish in its known window
D005905,N20270118-S026,wait,,,,no legal observable candidate can finish in its known window
D005906,N20270118-S027,wait,,,,no legal observable candidate can finish in its known window
D005907,N20270118-S028,wait,,,,no legal observable candidate can finish in its known window
D005908,N20270118-S029,wait,,,,no legal observable candidate can finish in its known window
D005909,N20270118-S030,wait,,,,no legal observable candidate can finish in its known window
D005910,N20270118-S031,wait,,,,no legal observable candidate can finish in its known window
D005911,N20270118-S032,observe,T00035,BACKUP,RQ0014,highest public current-snapshot estimate
D005912,N20270118-S032,observe,T00036,BRIGHT,RQ0014,highest public current-snapshot estimate
D005913,N20270118-S033,wait,,,,no legal observable candidate can finish in its known window
D005914,N20270118-S034,wait,,,,no legal observable candidate can finish in its known window
D005915,N20270118-S035,wait,,,,no legal observable candidate can finish in its known window
D005916,N20270118-S036,wait,,,,no legal observable candidate can finish in its known window
D005917,N20270118-S037,wait,,,,no legal observable candidate can finish in its known window
D005918,N20270118-S038,wait,,,,no legal observable candidate can finish in its known window
D005919,N20270118-S039,wait,,,,no legal observable candidate can finish in its known window
D005920,N20270118-S040,wait,,,,no legal observable candidate can finish in its known window
D005921,N20270118-S041,wait,,,,no legal observable candidate can finish in its known window
D005922,N20270118-S042,wait,,,,no legal observable candidate can finish in its known window
D005923,N20270118-S043,wait,,,,no legal observable candidate can finish in its known window
D005924,N20270118-S044,wait,,,,no legal observable candidate can finish in its known window
D005925,N20270118-S045,wait,,,,no legal observable candidate can finish in its known window
D005926,N20270118-S046,wait,,,,no legal observable candidate can finish in its known window
D005927,N20270118-S047,wait,,,,no legal observable candidate can finish in its known window
D005928,N20270119-S001,wait,,,,no legal observable candidate can finish in its known window
D005929,N20270119-S002,wait,,,,no legal observable candidate can finish in its known window
D005930,N20270119-S003,wait,,,,no legal observable candidate can finish in its known window
D005931,N20270119-S004,wait,,,,no legal observable candidate can finish in its known window
D005932,N20270119-S005,wait,,,,no legal observable candidate can finish in its known window
D005933,N20270119-S006,wait,,,,no legal observable candidate can finish in its known window
D005934,N20270119-S007,wait,,,,no legal observable candidate can finish in its known window
D005935,N20270119-S008,wait,,,,no legal observable candidate can finish in its known window
D005936,N20270119-S009,wait,,,,no legal observable candidate can finish in its known window
D005937,N20270119-S010,wait,,,,no legal observable candidate can finish in its known window
D005938,N20270119-S011,wait,,,,no legal observable candidate can finish in its known window
D005939,N20270119-S012,wait,,,,no legal observable candidate can finish in its known window
D005940,N20270119-S013,wait,,,,no legal observable candidate can finish in its known window
D005941,N20270119-S014,wait,,,,no legal observable candidate can finish in its known window
D005942,N20270119-S015,wait,,,,no legal observable candidate can finish in its known window
D005943,N20270119-S016,wait,,,,no legal observable candidate can finish in its known window
D005944,N20270119-S017,wait,,,,no legal observable candidate can finish in its known window
D005945,N20270119-S018,wait,,,,no legal observable candidate can finish in its known window
D005946,N20270119-S019,wait,,,,no legal observable candidate can finish in its known window
D005947,N20270119-S020,wait,,,,no legal observable candidate can finish in its known window
D005948,N20270119-S021,wait,,,,no legal observable candidate can finish in its known window
D005949,N20270119-S022,wait,,,,no legal observable candidate can finish in its known window
D005950,N20270119-S023,wait,,,,no legal observable candidate can finish in its known window
D005951,N20270119-S024,wait,,,,no legal observable candidate can finish in its known window
D005952,N20270119-S025,wait,,,,no legal observable candidate can finish in its known window
D005953,N20270119-S026,wait,,,,no legal observable candidate can finish in its known window
D005954,N20270119-S027,wait,,,,no legal observable candidate can finish in its known window
D005955,N20270119-S028,wait,,,,no legal observable candidate can finish in its known window
D005956,N20270119-S029,wait,,,,no legal observable candidate can finish in its known window
D005957,N20270119-S030,wait,,,,no legal observable candidate can finish in its known window
D005958,N20270119-S031,wait,,,,no legal observable candidate can finish in its known window
D005959,N20270119-S032,wait,,,,no legal observable candidate can finish in its known window
D005960,N20270119-S033,wait,,,,no legal observable candidate can finish in its known window
D005961,N20270119-S034,wait,,,,no legal observable candidate can finish in its known window
D005962,N20270119-S035,wait,,,,no legal observable candidate can finish in its known window
D005963,N20270119-S036,wait,,,,no legal observable candidate can finish in its known window
D005964,N20270119-S037,wait,,,,no legal observable candidate can finish in its known window
D005965,N20270119-S038,wait,,,,no legal observable candidate can finish in its known window
D005966,N20270119-S039,wait,,,,no legal observable candidate can finish in its known window
D005967,N20270119-S040,wait,,,,no legal observable candidate can finish in its known window
D005968,N20270119-S041,wait,,,,no legal observable candidate can finish in its known window
D005969,N20270119-S042,wait,,,,no legal observable candidate can finish in its known window
D005970,N20270119-S043,wait,,,,no legal observable candidate can finish in its known window
D005971,N20270119-S044,wait,,,,no legal observable candidate can finish in its known window
D005972,N20270119-S045,wait,,,,no legal observable candidate can finish in its known window
D005973,N20270119-S046,wait,,,,no legal observable candidate can finish in its known window
D005974,N20270120-S001,wait,,,,no legal observable candidate can finish in its known window
D005975,N20270120-S002,wait,,,,no legal observable candidate can finish in its known window
D005976,N20270120-S003,wait,,,,no legal observable candidate can finish in its known window
D005977,N20270120-S004,wait,,,,no legal observable candidate can finish in its known window
D005978,N20270120-S005,wait,,,,no legal observable candidate can finish in its known window
D005979,N20270120-S006,wait,,,,no legal observable candidate can finish in its known window
D005980,N20270120-S007,wait,,,,no legal observable candidate can finish in its known window
D005981,N20270120-S008,wait,,,,no legal observable candidate can finish in its known window
D005982,N20270120-S009,wait,,,,no legal observable candidate can finish in its known window
D005983,N20270120-S010,wait,,,,no legal observable candidate can finish in its known window
D005984,N20270120-S011,wait,,,,no legal observable candidate can finish in its known window
D005985,N20270120-S012,wait,,,,no legal observable candidate can finish in its known window
D005986,N20270120-S013,wait,,,,no legal observable candidate can finish in its known window
D005987,N20270120-S014,wait,,,,no legal observable candidate can finish in its known window
D005988,N20270120-S015,wait,,,,no legal observable candidate can finish in its known window
D005989,N20270120-S016,wait,,,,no legal observable candidate can finish in its known window
D005990,N20270120-S017,wait,,,,no legal observable candidate can finish in its known window
D005991,N20270120-S018,wait,,,,no legal observable candidate can finish in its known window
D005992,N20270120-S019,wait,,,,no legal observable candidate can finish in its known window
D005993,N20270120-S020,wait,,,,no legal observable candidate can finish in its known window
D005994,N20270120-S021,wait,,,,no legal observable candidate can finish in its known window
D005995,N20270120-S022,wait,,,,no legal observable candidate can finish in its known window
D005996,N20270120-S023,wait,,,,no legal observable candidate can finish in its known window
D005997,N20270120-S024,wait,,,,no legal observable candidate can finish in its known window
D005998,N20270120-S025,wait,,,,no legal observable candidate can finish in its known window
D005999,N20270120-S026,wait,,,,no legal observable candidate can finish in its known window
D006000,N20270120-S027,wait,,,,no legal observable candidate can finish in its known window
D006001,N20270120-S028,wait,,,,no legal observable candidate can finish in its known window
